Date/Time,Year,Month,Day,Data Quality,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Mean Temp,Mean Temp Flag,Heat Deg Days,Heat Deg Days Flag,Cool Deg Days,Cool Deg Days Flag,Total Rain,Total Rain Flag,Total Snow,Total Snow Flag,Total Precip,Total Precip Flag,Snow on Grnd,Snow on Grnd Flag,Dir of Max Gust,Dir of Max Gust Flag,Spd of Max Gust,Spd of Max Gust Flag
4/21/2015,2015,4,21,?,12.2,,3.5,,7.9,,10.1,,0,,,M,,M,16.5,,,,25,,48,
4/22/2015,2015,4,22,?,9.4,,3.4,,6.4,,11.6,,0,,,M,,M,2.7,,,,19,,44,
4/23/2015,2015,4,23,?,6.4,,1.9,,4.2,,13.8,,0,,,M,,M,1.3,,,,26,,46,
4/24/2015,2015,4,24,?,4.3,,0.6,,2.5,,15.5,,0,,,M,,M,0,,,,29,,43,
4/25/2015,2015,4,25,?,11.3,,0.7,,6,,12,,0,,,M,,M,0,,,,26,,37,
4/26/2015,2015,4,26,?,12.3,,1.7,,7,,11,,0,,,M,,M,0,,,,2,,32,
4/27/2015,2015,4,27,?,14.6,,5,,9.8,,8.2,,0,,,M,,M,0.7,,,,4,,35,
4/28/2015,2015,4,28,?,19.3,,3.7,,11.5,,6.5,,0,,,M,,M,0,,,,,,<31,
4/29/2015,2015,4,29,?,17,,6.5,,11.8,,6.2,,0,,,M,,M,0,,,,,,<31,
4/30/2015,2015,4,30,?,16.7,,6.3,,11.5,,6.5,,0,,,M,,M,0,,,,4,,33,
5/1/2015,2015,5,1,?,19.2,,7.8,,13.5,,4.5,,0,,,M,,M,0,,,,,,<31,
5/2/2015,2015,5,2,?,23.4,,7.5,,15.5,,2.5,,0,,,M,,M,0.2,,,,29,,33,
5/3/2015,2015,5,3,?,25,,11.3,,18.2,,0,,0.2,,,M,,M,0.2,,,,,,<31,
5/4/2015,2015,5,4,?,28.3,,12.6,,20.5,,0,,2.5,,,M,,M,0.8,,,,25,,57,
5/5/2015,2015,5,5,?,20.4,,8.8,,14.6,,3.4,,0,,,M,,M,0.2,,,,28,,39,
5/6/2015,2015,5,6,?,24.5,,7.5,,16,,2,,0,,,M,,M,0,,,,29,,39,
5/7/2015,2015,5,7,?,26.9,,11.5,,19.2,,0,,1.2,,,M,,M,0,,,,22,,32,
5/8/2015,2015,5,8,?,29.8,,13.4,,21.6,,0,,3.6,,,M,,M,0,,,,,,<31,
5/9/2015,2015,5,9,?,28,,13.6,,20.8,,0,,2.8,,,M,,M,8.5,,,,32,,57,
5/10/2015,2015,5,10,?,24.9,,13.8,,19.4,,0,,1.4,,,M,,M,1,,,,25,,33,
5/11/2015,2015,5,11,?,14.5,,8.1,,11.3,,6.7,,0,,,M,,M,17.9,,,,3,,39,
5/12/2015,2015,5,12,?,23.3,,8.5,,15.9,,2.1,,0,,,M,,M,9.1,,,,31,,80,
5/13/2015,2015,5,13,?,16.8,,5.4,,11.1,,6.9,,0,,,M,,M,0,,,,35,,43,
5/14/2015,2015,5,14,?,18.6,,3.8,,11.2,,6.8,,0,,,M,,M,0.2,,,,21,,35,
5/15/2015,2015,5,15,?,21.5,,8.3,,14.9,,3.1,,0,,,M,,M,0,,,,,,<31,
5/16/2015,2015,5,16,?,20.8,,14.3,,17.6,,0.4,,0,,,M,,M,0,,,,,,<31,
5/17/2015,2015,5,17,?,24.2,,14.1,,19.2,,0,,1.2,,,M,,M,0.5,,,,,,<31,
5/18/2015,2015,5,18,?,29.1,,12.3,,20.7,,0,,2.7,,,M,,M,9,,,,18,,35,
5/19/2015,2015,5,19,?,26.7,,12.1,,19.4,,0,,1.4,,,M,,M,0,,,,25,,56,
5/20/2015,2015,5,20,?,15.4,,6.8,,11.1,,6.9,,0,,,M,,M,0,,,,30,,52,
5/21/2015,2015,5,21,?,20,,8.9,,14.5,,3.5,,0,,,M,,M,0,,,,21,,39,
5/22/2015,2015,5,22,?,13.1,,3.5,,8.3,,9.7,,0,,,M,,M,0.2,,,,31,,52,
5/23/2015,2015,5,23,?,17,,2.2,,9.6,,8.4,,0,,,M,,M,0,,,,21,,50,
5/24/2015,2015,5,24,?,25.5,,12.9,,19.2,,0,,1.2,,,M,,M,0.2,,,,25,,48,
5/25/2015,2015,5,25,?,20.6,,15.6,,18.1,,0,,0.1,,,M,,M,23.5,,,,24,,37,
5/26/2015,2015,5,26,?,28.1,,15.2,,21.7,,0,,3.7,,,M,,M,0,,,,23,,37,
5/27/2015,2015,5,27,?,27.7,,19.9,,23.8,,0,,5.8,,,M,,M,0,,,,24,,44,
5/28/2015,2015,5,28,?,22.5,,12.5,,17.5,,0.5,,0,,,M,,M,4.7,,,,22,,39,
5/29/2015,2015,5,29,?,25.2,,10.4,,17.8,,0.2,,0,,,M,,M,0.2,,,,,,<31,
5/30/2015,2015,5,30,?,30.4,,11.3,,20.9,,0,,2.9,,,M,,M,4.2,,,,23,,54,
5/31/2015,2015,5,31,?,15,,8.5,,11.8,,6.2,,0,,,M,,M,1.2,,,,36,,43,
6/1/2015,2015,6,1,?,14,,9.3,,11.7,,6.3,,0,,,M,,M,1.8,,,,5,,37,
6/2/2015,2015,6,2,?,13.1,,5.3,,9.2,,8.8,,0,,,M,,M,1.3,,,,2,,32,
6/3/2015,2015,6,3,?,17.6,,3.8,,10.7,,7.3,,0,,,M,,M,0,,,,,,<31,
6/4/2015,2015,6,4,?,24.3,,9.7,,17,,1,,0,,,M,,M,0,,,,,,<31,
6/5/2015,2015,6,5,?,24.5,,14.2,,19.4,,0,,1.4,,,M,,M,,M,,,34,,39,
6/6/2015,2015,6,6,?,19.9,,8.7,,14.3,,3.7,,0,,,M,,M,0,,,,2,,44,
6/7/2015,2015,6,7,?,21.8,,7.4,,14.6,,3.4,,0,,,M,,M,0,,,,16,,37,
6/8/2015,2015,6,8,?,22.1,,14.3,,18.2,,0,,0.2,,,M,,M,26,,,,15,,43,
6/9/2015,2015,6,9,?,22.6,,15.8,,19.2,,0,,1.2,,,M,,M,7.7,,,,,,<31,
6/10/2015,2015,6,10,?,24.3,,15.8,,20.1,,0,,2.1,,,M,,M,2.4,,,,14,,37,
6/11/2015,2015,6,11,?,22.8,,16.4,,19.6,,0,,1.6,,,M,,M,0,,,,26,,44,
6/12/2015,2015,6,12,?,20.8,,13.1,,17,,1,,0,,,M,,M,10.6,,,,,,<31,
6/13/2015,2015,6,13,?,26,,12.7,,19.4,,0,,1.4,,,M,,M,0,,,,33,,41,
6/14/2015,2015,6,14,?,23.6,,12.4,,18,,0,,0,,,M,,M,0,,,,,,<31,
6/15/2015,2015,6,15,?,22.2,,16.7,,19.5,,0,,1.5,,,M,,M,0,,,,15,,43,
6/16/2015,2015,6,16,?,22.7,,13.2,,18,,0,,0,,,M,,M,24.1,,,,33,,32,
6/17/2015,2015,6,17,?,21.8,,10.9,,16.4,,1.6,,0,,,M,,M,0,,,,,,<31,
6/18/2015,2015,6,18,?,26.9,,14.5,,20.7,,0,,2.7,,,M,,M,3.6,,,,27,,37,
6/19/2015,2015,6,19,?,20.6,,11.2,,15.9,,2.1,,0,,,M,,M,0,,,,2,,41,
6/20/2015,2015,6,20,?,24.5,,9.5,,17,,1,,0,,,M,,M,0,,,,,,<31,
6/21/2015,2015,6,21,?,24.7,,18.7,,21.7,,0,,3.7,,,M,,M,19.4,,,,,,<31,
6/22/2015,2015,6,22,?,26.5,,17.2,,21.9,,0,,3.9,,,M,,M,6.6,,,,,,<31,
6/23/2015,2015,6,23,?,27,,17,,22,,0,,4,,,M,,M,1.4,,,,27,,65,
6/24/2015,2015,6,24,?,23.7,,12.9,,18.3,,0,,0.3,,,M,,M,2.9,,,,34,,41,
6/25/2015,2015,6,25,?,22.4,,11.5,,17,,1,,0,,,M,,M,0.2,,,,26,,41,
6/26/2015,2015,6,26,?,23.7,,11.6,,17.7,,0.3,,0,,,M,,M,0,,,,2,,32,
6/27/2015,2015,6,27,?,24.2,,13.4,,18.8,,0,,0.8,,,M,,M,0,,,,,,<31,
6/28/2015,2015,6,28,?,19.4,,13,,16.2,,1.8,,0,,,M,,M,11.5,,,,8,,33,
6/29/2015,2015,6,29,?,19.3,,12.4,,15.9,,2.1,,0,,,M,,M,0,,,,,,<31,
6/30/2015,2015,6,30,?,25.5,,14.5,,20,,0,,2,,,M,,M,2.8,,,,18,,37,
7/1/2015,2015,7,1,?,22.4,,15.5,,19,,0,,1,,,M,,M,9.2,,,,28,,54,
7/2/2015,2015,7,2,?,22.7,,13.4,,18.1,,0,,0.1,,,M,,M,0,,,,28,,44,
7/3/2015,2015,7,3,?,24.1,,13.4,,18.8,,0,,0.8,,,M,,M,0,,,,20,,35,
7/4/2015,2015,7,4,?,24.6,,14.2,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
7/5/2015,2015,7,5,?,26.7,,15.9,,21.3,,0,,3.3,,,M,,M,0,,,,26,,32,
7/6/2015,2015,7,6,?,28.2,,17.1,,22.7,,0,,4.7,,,M,,M,0,,,,,,<31,
7/7/2015,2015,7,7,?,29.9,,19.9,,24.9,,0,,6.9,,,M,,M,1.2,,,,28,,37,
7/8/2015,2015,7,8,?,23.2,,14.7,,19,,0,,1,,,M,,M,0.5,,,,30,,39,
7/9/2015,2015,7,9,?,23.1,,15.5,,19.3,,0,,1.3,,,M,,M,0,,,,,,<31,
7/10/2015,2015,7,10,?,28.4,,15.7,,22.1,,0,,4.1,,,M,,M,0,,,,32,,37,
7/11/2015,2015,7,11,?,28.4,,18.2,,23.3,,0,,5.3,,,M,,M,0,,,,24,,37,
7/12/2015,2015,7,12,?,29.7,,20.5,,25.1,,0,,7.1,,,M,,M,0,,,,,,<31,
7/13/2015,2015,7,13,?,30.3,,19.9,,25.1,,0,,7.1,,,M,,M,0,,,,,,<31,
7/14/2015,2015,7,14,?,28.7,,15.7,,22.2,,0,,4.2,,,M,,M,0,,,,2,,50,
7/15/2015,2015,7,15,?,22.7,,13.1,,17.9,,0.1,,0,,,M,,M,0,,,,2,,39,
7/16/2015,2015,7,16,?,23.4,,9.4,,16.4,,1.6,,0,,,M,,M,0.5,,,,,,<31,
7/17/2015,2015,7,17,?,24.5,,13.5,,19,,0,,1,,,M,,M,5,,,,12,,32,
7/18/2015,2015,7,18,?,25.3,,18.1,,21.7,,0,,3.7,,,M,,M,1.7,,,,,,<31,
7/19/2015,2015,7,19,?,28.6,,20,,24.3,,0,,6.3,,,M,,M,41.2,,,,,,<31,
7/20/2015,2015,7,20,?,27.4,,19.6,,23.5,,0,,5.5,,,M,,M,0,,,,27,,35,
7/21/2015,2015,7,21,?,25.1,,15.8,,20.5,,0,,2.5,,,M,,M,30.5,,,,30,,39,
7/22/2015,2015,7,22,?,22,,14.3,,18.2,,0,,0.2,,,M,,M,0.2,,,,29,,37,
7/23/2015,2015,7,23,?,24.5,,15.8,,20.2,,0,,2.2,,,M,,M,0.5,,,,29,,56,
7/24/2015,2015,7,24,?,23.7,,16,,19.9,,0,,1.9,,,M,,M,1.1,,,,,,<31,
7/25/2015,2015,7,25,?,26.1,,14.6,,20.4,,0,,2.4,,,M,,M,3.4,,,,,,<31,
7/26/2015,2015,7,26,?,27.3,,19,,23.2,,0,,5.2,,,M,,M,0,,,,,,<31,
7/27/2015,2015,7,27,?,29.6,,19.3,,24.5,,0,,6.5,,,M,,M,1,,,,34,,43,
7/28/2015,2015,7,28,?,30.6,,17.6,,24.1,,0,,6.1,,,M,,M,0.2,,,,,,<31,
7/29/2015,2015,7,29,?,31.9,,22.3,,27.1,,0,,9.1,,,M,,M,0,,,,,,<31,
7/30/2015,2015,7,30,?,28.6,,21.1,,24.9,,0,,6.9,,,M,,M,4,,,,25,,41,
7/31/2015,2015,7,31,?,26.5,,18.8,,22.7,,0,,4.7,,,M,,M,0,,,,32,,39,
8/1/2015,2015,8,1,?,25.3,,15.7,,20.5,,0,,2.5,,,M,,M,7.2,,,,21,,50,
8/2/2015,2015,8,2,?,27.5,,15.2,,21.4,,0,,3.4,,,M,,M,0.2,,,,20,,33,
8/3/2015,2015,8,3,?,25.8,,18.5,,22.2,,0,,4.2,,,M,,M,0.2,,,,26,,43,
8/4/2015,2015,8,4,?,26,,17.9,,22,,0,,4,,,M,,M,3.2,,,,24,,44,
8/5/2015,2015,8,5,?,23.7,,16.1,,19.9,,0,,1.9,,,M,,M,0.2,,,,27,,43,
8/6/2015,2015,8,6,?,22.9,,14.1,,18.5,,0,,0.5,,,M,,M,0,,,,30,,41,
8/7/2015,2015,8,7,?,22,,11.7,,16.9,,1.1,,0,,,M,,M,0.3,,,,,,<31,
8/8/2015,2015,8,8,?,23.9,,13,,18.5,,0,,0.5,,,M,,M,0.2,,,,,,<31,
8/9/2015,2015,8,9,?,25.8,,15.5,,20.7,,0,,2.7,,,M,,M,0.5,,,,,,<31,
8/10/2015,2015,8,10,?,27.3,,15.5,,21.4,,0,,3.4,,,M,,M,26.8,,,,18,,48,
8/11/2015,2015,8,11,?,20.9,,17.5,,19.2,,0,,1.2,,,M,,M,45.5,,,,15,,39,
8/12/2015,2015,8,12,?,23.1,,16.2,,19.7,,0,,1.7,,,M,,M,1.7,,,,28,,41,
8/13/2015,2015,8,13,?,22.8,,16.4,,19.6,,0,,1.6,,,M,,M,0,,,,,,<31,
8/14/2015,2015,8,14,?,24.7,,14.6,,19.7,,0,,1.7,,,M,,M,3.7,,,,26,,32,
8/15/2015,2015,8,15,?,27.8,,19.8,,23.8,,0,,5.8,,,M,,M,0.5,,,,,,<31,
8/16/2015,2015,8,16,?,29.1,,20.4,,24.8,,0,,6.8,,,M,,M,0,,,,,,<31,
8/17/2015,2015,8,17,?,31.2,,20.4,,25.8,,0,,7.8,,,M,,M,0,,,,23,,35,
8/18/2015,2015,8,18,?,31.1,,21.5,,26.3,,0,,8.3,,,M,,M,4.6,,,,19,,43,
8/19/2015,2015,8,19,?,30.8,,21,,25.9,,0,,7.9,,,M,,M,0.2,,,,,,<31,
8/20/2015,2015,8,20,?,30.3,,19.3,,24.8,,0,,6.8,,,M,,M,8.6,,,,15,,50,
8/21/2015,2015,8,21,?,25.9,,17.9,,21.9,,0,,3.9,,,M,,M,5.5,,,,24,,37,
8/22/2015,2015,8,22,?,25.3,,15.4,,20.4,,0,,2.4,,,M,,M,0,,,,,,<31,
8/23/2015,2015,8,23,?,27.7,,15.9,,21.8,,0,,3.8,,,M,,M,0,,,,,,<31,
8/24/2015,2015,8,24,?,28.2,,17.6,,22.9,,0,,4.9,,,M,,M,0,,,,22,,35,
8/25/2015,2015,8,25,?,26.2,,14.4,,20.3,,0,,2.3,,,M,,M,1.1,,,,29,,39,
8/26/2015,2015,8,26,?,22.7,,15.7,,19.2,,0,,1.2,,,M,,M,0,,,,,,<31,
8/27/2015,2015,8,27,?,22.7,,14.1,,18.4,,0,,0.4,,,M,,M,0,,,,24,,37,
8/28/2015,2015,8,28,?,22.8,,13.3,,18.1,,0,,0.1,,,M,,M,0,,,,25,,32,
8/29/2015,2015,8,29,?,23.8,,13.5,,18.7,,0,,0.7,,,M,,M,0.3,,,,,,<31,
8/30/2015,2015,8,30,?,25.6,,18.1,,21.9,,0,,3.9,,,M,,M,0,,,,,,<31,
8/31/2015,2015,8,31,?,25.3,,17.1,,21.2,,0,,3.2,,,M,,M,0,,,,29,,48,
9/1/2015,2015,9,1,?,27.4,,13.5,,20.5,,0,,2.5,,,M,,M,0,,,,,,<31,
9/2/2015,2015,9,2,?,26.1,,19.4,,22.8,,0,,4.8,,,M,,M,0,,,,,,<31,
9/3/2015,2015,9,3,?,28.1,,16.5,,22.3,,0,,4.3,,,M,,M,0.2,,,,,,<31,
9/4/2015,2015,9,4,?,26,,13,,19.5,,0,,1.5,,,M,,M,0,,,,,,<31,
9/5/2015,2015,9,5,?,28.5,,12.3,,20.4,,0,,2.4,,,M,,M,0.3,,,,,,<31,
9/6/2015,2015,9,6,?,30.9,,18.2,,24.6,,0,,6.6,,,M,,M,0,,,,,,<31,
9/7/2015,2015,9,7,?,31.8,,21.7,,26.8,,0,,8.8,,,M,,M,15.5,,,,33,,57,
9/8/2015,2015,9,8,?,28,,20.3,,24.2,,0,,6.2,,,M,,M,0,,,,,,<31,
9/9/2015,2015,9,9,?,27.7,,17.4,,22.6,,0,,4.6,,,M,,M,0,,,,25,,41,
9/10/2015,2015,9,10,?,24,,15.8,,19.9,,0,,1.9,,,M,,M,1.2,,,,,,<31,
9/11/2015,2015,9,11,?,24.9,,13.8,,19.4,,0,,1.4,,,M,,M,0,,,,,,<31,
9/12/2015,2015,9,12,?,19.2,,14.8,,17,,1,,0,,,M,,M,10.4,,,,3,,33,
9/13/2015,2015,9,13,?,21.1,,14.7,,17.9,,0.1,,0,,,M,,M,29.8,,,,16,,44,
9/14/2015,2015,9,14,?,20.8,,14.5,,17.7,,0.3,,0,,,M,,M,5.6,,,,29,,39,
9/15/2015,2015,9,15,?,26,,14.5,,20.3,,0,,2.3,,,M,,M,0,,,,26,,32,
9/16/2015,2015,9,16,?,27.9,,16.1,,22,,0,,4,,,M,,M,0,,,,,,<31,
9/17/2015,2015,9,17,?,28.1,,16.6,,22.4,,0,,4.4,,,M,,M,0,,,,25,,32,
9/18/2015,2015,9,18,?,28.5,,15.2,,21.9,,0,,3.9,,,M,,M,0.8,,,,,,<31,
9/19/2015,2015,9,19,?,28.2,,13.9,,21.1,,0,,3.1,,,M,,M,10.1,,,,29,,48,
9/20/2015,2015,9,20,?,18.2,,8.5,,13.4,,4.6,,0,,,M,,M,0.2,,,,28,,39,
9/21/2015,2015,9,21,?,20.8,,7.2,,14,,4,,0,,,M,,M,0,,,,,,<31,
9/22/2015,2015,9,22,?,22.7,,10.5,,16.6,,1.4,,0,,,M,,M,0,,,,,,<31,
9/23/2015,2015,9,23,?,23.8,,12.6,,18.2,,0,,0.2,,,M,,M,0,,,,,,<31,
9/24/2015,2015,9,24,?,19.3,,12.6,,16,,2,,0,,,M,,M,0,,,,3,,41,
9/25/2015,2015,9,25,?,15.2,,6.6,,10.9,,7.1,,0,,,M,,M,0,,,,,,<31,
9/26/2015,2015,9,26,?,18,,5.6,,11.8,,6.2,,0,,,M,,M,0,,,,,,<31,
9/27/2015,2015,9,27,?,23.1,,5.2,,14.2,,3.8,,0,,,M,,M,0,,,,,,<31,
9/28/2015,2015,9,28,?,21.4,,13,,17.2,,0.8,,0,,,M,,M,0.6,,,,20,,35,
9/29/2015,2015,9,29,?,24.9,,13.3,,19.1,,0,,1.1,,,M,,M,29.3,,,,32,,39,
9/30/2015,2015,9,30,?,13.4,,6.2,,9.8,,8.2,,0,,,M,,M,3.7,,,,1,,52,
10/1/2015,2015,10,1,?,14.3,,4.4,,9.4,,8.6,,0,,,M,,M,0,,,,2,,39,
10/2/2015,2015,10,2,?,12.8,,4.1,,8.5,,9.5,,0,,,M,,M,0,,,,2,,52,
10/3/2015,2015,10,3,?,13,,4.3,,8.7,,9.3,,0,,,M,,M,0,,,,5,,50,
10/4/2015,2015,10,4,?,15.4,,4.1,,9.8,,8.2,,0,,,M,,M,0,,,,,,<31,
10/5/2015,2015,10,5,?,15.9,,5,,10.5,,7.5,,0,,,M,,M,0.2,,,,,,<31,
10/6/2015,2015,10,6,?,15.3,,11.1,,13.2,,4.8,,0,,,M,,M,0,,,,27,,32,
10/7/2015,2015,10,7,?,18.8,,4.5,,11.7,,6.3,,0,,,M,,M,0,,,,25,,41,
10/8/2015,2015,10,8,?,12.4,,3.8,,8.1,,9.9,,0,,,M,,M,0.4,,,,,,<31,
10/9/2015,2015,10,9,?,8.8,,5.5,,7.2,,10.8,,0,,,M,,M,6.1,,,,,,<31,
10/10/2015,2015,10,10,?,10.2,,2.1,,6.2,,11.8,,0,,,M,,M,0.3,,,,20,,35,
10/11/2015,2015,10,11,?,17.9,,7.5,,12.7,,5.3,,0,,,M,,M,0,,,,24,,43,
10/12/2015,2015,10,12,?,23.6,,11.2,,17.4,,0.6,,0,,,M,,M,0,,,,,,<31,
10/13/2015,2015,10,13,?,17.9,,12.3,,15.1,,2.9,,0,,,M,,M,2.2,,,,20,,43,
10/14/2015,2015,10,14,?,14.6,,3.3,,9,,9,,0,,,M,,M,0,,,,28,,46,
10/15/2015,2015,10,15,?,13.7,,3.5,,8.6,,9.4,,0,,,M,,M,12.4,,,,25,,43,
10/16/2015,2015,10,16,?,11.4,,5,,8.2,,9.8,,0,,,M,,M,7.5,,,,25,,50,
10/17/2015,2015,10,17,?,6.7,,-3,,1.9,,16.1,,0,,,M,,M,6.1,,,,29,,52,
10/18/2015,2015,10,18,?,4.9,,-4.4,,0.3,,17.7,,0,,,M,,M,0.3,,,,33,,33,
10/19/2015,2015,10,19,?,9.4,,-4.6,,2.4,,15.6,,0,,,M,,M,0.2,,,,20,,37,
10/20/2015,2015,10,20,?,17.5,,6.8,,12.2,,5.8,,0,,,M,,M,0,,,,23,,50,
10/21/2015,2015,10,21,?,10.1,,1.6,,5.9,,12.1,,0,,,M,,M,0,,,,,,<31,
10/22/2015,2015,10,22,?,16.9,,3.1,,10,,8,,0,,,M,,M,3,,,,30,,54,
10/23/2015,2015,10,23,?,8.4,,0.7,,4.6,,13.4,,0,,,M,,M,0,,,,33,,37,
10/24/2015,2015,10,24,?,10.3,,0.3,,5.3,,12.7,,0,,,M,,M,6.7,,,,15,,52,
10/25/2015,2015,10,25,?,12.7,,4.5,,8.6,,9.4,,0,,,M,,M,9.2,,,,30,,46,
10/26/2015,2015,10,26,?,7.5,,-1.6,,3,,15,,0,,,M,,M,0,,,,27,,32,
10/27/2015,2015,10,27,?,10.7,,-3,,3.9,,14.1,,0,,,M,,M,0.4,,,,,,<31,
10/28/2015,2015,10,28,?,10.8,,1.4,,6.1,,11.9,,0,,,M,,M,29.2,,,,13,,48,
10/29/2015,2015,10,29,?,14.8,,7.3,,11.1,,6.9,,0,,,M,,M,8.5,,,,25,,78,
10/30/2015,2015,10,30,?,8.7,,-0.5,,4.1,,13.9,,0,,,M,,M,0,,,,30,,54,
10/31/2015,2015,10,31,?,8.3,,-3.2,,2.6,,15.4,,0,,,M,,M,0.6,,,,,,<31,
11/1/2015,2015,11,1,?,12.8,,5.4,,9.1,,8.9,,0,,,M,,M,5.4,,,,28,,59,
11/2/2015,2015,11,2,?,11.1,,5.5,,8.3,,9.7,,0,,,M,,M,0.5,,,,26,,35,
11/3/2015,2015,11,3,?,15.2,,4.8,,10,,8,,0,,,M,,M,0.8,,,,36,,33,
11/4/2015,2015,11,4,?,,M,1.2,E,,M,,M,,M,,M,,M,,M,,,,,<31,
11/5/2015,2015,11,5,?,,M,5,E,,M,,M,,M,,M,,M,,M,,,,,<31,
11/6/2015,2015,11,6,?,,M,10.3,E,,M,,M,,M,,M,,M,,M,0,T,26,,57,
11/7/2015,2015,11,7,?,10.7,,2.1,,6.4,,11.6,,0,,,M,,M,0,,,,26,,43,
11/8/2015,2015,11,8,?,7.5,,-0.7,,3.4,,14.6,,0,,,M,,M,0,,,,25,,37,
11/9/2015,2015,11,9,?,11.7,,3.4,,7.6,,10.4,,0,,,M,,M,0,,,,26,,41,
11/10/2015,2015,11,10,?,13,,1.4,,7.2,,10.8,,0,,,M,,M,0,,,,,,<31,
11/11/2015,2015,11,11,?,10.9,,4.1,,7.5,,10.5,,0,,,M,,M,0,,,,,,<31,
11/12/2015,2015,11,12,?,12,,6.4,,9.2,,8.8,,0,,,M,,M,14.7,,,,24,,52,
11/13/2015,2015,11,13,?,9.5,,1,,5.3,,12.7,,0,,,M,,M,6.1,,,,30,,46,
11/14/2015,2015,11,14,?,3.8,,-0.4,,1.7,,16.3,,0,,,M,,M,0,,0,T,29,,44,
11/15/2015,2015,11,15,?,7.5,,0.7,,4.1,,13.9,,0,,,M,,M,0,,0,T,25,,33,
11/16/2015,2015,11,16,?,7.5,,-2.9,,2.3,,15.7,,0,,,M,,M,0,,0,T,,,<31,
11/17/2015,2015,11,17,?,5.1,,-4.7,,0.2,,17.8,,0,,,M,,M,0,,0,T,,,<31,
11/18/2015,2015,11,18,?,9.3,,-2.9,,3.2,,14.8,,0,,,M,,M,0,,1,,14,,46,
11/19/2015,2015,11,19,?,14.1,,9.1,,11.6,,6.4,,0,,,M,,M,7.2,,,,15,,50,
11/20/2015,2015,11,20,?,11.4,,1,,6.2,,11.8,,0,,,M,,M,0,,,,25,,43,
11/21/2015,2015,11,21,?,5.5,,-1.8,,1.9,,16.1,,0,,,M,,M,0,,,,13,,37,
11/22/2015,2015,11,22,?,7.8,,-4.3,,1.8,,16.2,,0,,,M,,M,0.2,,,,22,,59,
11/23/2015,2015,11,23,?,0.8,,-7.4,,-3.3,,21.3,,0,,,M,,M,0,,,,31,,37,
11/24/2015,2015,11,24,?,-2.7,,-7.4,,-5.1,,23.1,,0,,,M,,M,0.9,,2,,,,<31,
11/25/2015,2015,11,25,?,4.6,,-8,,-1.7,,19.7,,0,,,M,,M,0,,2,,16,,39,
11/26/2015,2015,11,26,?,9.8,,3.4,,6.6,,11.4,,0,,,M,,M,0,,2,,15,,41,
11/27/2015,2015,11,27,?,14.7,,0.5,,7.6,,10.4,,0,,,M,,M,14.1,,1,,3,,43,
11/28/2015,2015,11,28,?,1.3,,-3.7,,-1.2,,19.2,,0,,,M,,M,0,,2,,,,<31,
11/29/2015,2015,11,29,?,1,,-5.8,,-2.4,,20.4,,0,,,M,,M,0,,3,,,,<31,
11/30/2015,2015,11,30,?,-2.2,,-9.2,,-5.7,,23.7,,0,,,M,,M,0,,3,,,,<31,
12/1/2015,2015,12,1,?,4.2,,-6.6,,-1.2,,19.2,,0,,,M,,M,5.5,,2,,,,<31,
12/2/2015,2015,12,2,?,4.3,,1.5,,2.9,,15.1,,0,,,M,,M,11.2,,2,,,,<31,
12/3/2015,2015,12,3,?,5.9,,-0.1,,2.9,,15.1,,0,,,M,,M,1.2,,1,,,,<31,
12/4/2015,2015,12,4,?,5.8,,0.2,,3,,15,,0,,,M,,M,0,,1,,28,,35,
12/5/2015,2015,12,5,?,6.5,,2.8,,4.7,,13.3,,0,,,M,,M,0,,1,,25,,35,
12/6/2015,2015,12,6,?,5.9,,0.1,,3,,15,,0,,,M,,M,0,,1,,,,<31,
12/7/2015,2015,12,7,?,4.5,,-0.9,,1.8,,16.2,,0,,,M,,M,0,,1,,,,<31,
12/8/2015,2015,12,8,?,4.4,,-0.1,,2.2,,15.8,,0,,,M,,M,0,,1,,,,<31,
12/9/2015,2015,12,9,?,7.5,,0.3,,3.9,,14.1,,0,,,M,,M,0,,1,,15,,37,
12/10/2015,2015,12,10,?,9.8,,5.1,,7.5,,10.5,,0,,,M,,M,3.2,,1,,,,<31,
12/11/2015,2015,12,11,?,14,,6.2,,10.1,,7.9,,0,,,M,,M,0,,1,,28,,61,
12/12/2015,2015,12,12,?,9.9,,2.3,,6.1,,11.9,,0,,,M,,M,0,,1,,26,,32,
12/13/2015,2015,12,13,?,3.8,,-0.6,,1.6,,16.4,,0,,,M,,M,2.2,,1,,4,,33,
12/14/2015,2015,12,14,?,3.7,,1.1,,2.4,,15.6,,0,,,M,,M,8.5,,1,,4,,39,
12/15/2015,2015,12,15,?,4.5,,0.5,,2.5,,15.5,,0,,,M,,M,5,,1,,2,,35,
12/16/2015,2015,12,16,?,1.7,,-0.1,,0.8,,17.2,,0,,,M,,M,0,,1,,,,<31,
12/17/2015,2015,12,17,?,7.7,,-0.3,,3.7,,14.3,,0,,,M,,M,12.6,,1,,15,,32,
12/18/2015,2015,12,18,?,7.4,,1.3,,4.4,,13.6,,0,,,M,,M,0,,1,,27,,37,
12/19/2015,2015,12,19,?,1.7,,-4.9,,-1.6,,19.6,,0,,,M,,M,0.2,,2,,28,,63,
12/20/2015,2015,12,20,?,0.2,,-6.7,,-3.3,,21.3,,0,,,M,,M,0,,3,,28,,33,
